"Europa;West Europa;United Kingdom;Wales;Powys","(W 3 50 - W 2 50 /N 53 00 - N 51 40)","-2.8333333333333,51.666666666667,-3.8333333333333,53",0,80.4.240.530
"Europa;West Europa;United Kingdom;Wales;Dyfed","(W 5 15 - W 3 30 /N 52 45 - N 51 30)","-3.5,51.5,-5.25,52.75",0,80.4.240.540
"Europa;West Europa;United Kingdom;Wales;West Glamorgan","(W 4 15 - W 3 25 /N 51 55 - N 51 25)","-3.4166666666667,51.416666666667,-4.25,51.916666666667",0,80.4.240.550
"Europa;West Europa;United Kingdom;Wales;Mid Glamorgan","(W 3 45 - W 3 00 /N 51 55 - N 51 20)","-3,51.333333333333,-3.75,51.916666666667",0,80.4.240.560
"Europa;West Europa;United Kingdom;Wales;South Glamorgan","(W 3 35 - W 3 00 /N 51 40 - N 51 15)","-3,51.25,-3.5833333333333,51.666666666667",0,80.4.240.570
"Europa;West Europa;United Kingdom;Wales;Gwent","(W 3 15 - W 2 35 /N 52 05 - N 51 15)","-2.5833333333333,51.25,-3.25,52.083333333333",0,80.4.240.580
"Europa;West Europa;United Kingdom;South West","(W 5 45 - W 1 15 /N 52 15 - N 49 45)","-1.25,49.75,-5.75,52.25",0,80.4.240.600
"Europa;West Europa;United Kingdom;South West;Cornwall","(W 5 45 - W 4 05 /N 51 05 - N 49 50)","-4.0833333333333,49.833333333333,-5.75,51.083333333333",0,80.4.240.610
"Europa;West Europa;United Kingdom;South West;Devon","(W 4 30 - W 2 50 /N 51 20 - N 50 05)","-2.8333333333333,50.083333333333,-4.5,51.333333333333",0,80.4.240.620
"Europa;West Europa;United Kingdom;South West;Somerset","(W 3 50 - W 2 15 /N 51 25 - N 50 40)","-2.25,50.666666666667,-3.8333333333333,51.416666666667",0,80.4.240.630
"Europa;West Europa;United Kingdom;South West;Avon","(W 3 05 - W 2 15 /N 51 50 - N 51 10)","-2.25,51.166666666667,-3.0833333333333,51.833333333333",0,80.4.240.640
"Europa;West Europa;United Kingdom;South West;Gloucestershire","(W 2 40 - W 1 35 /n 52 15 - N 51 30)","-1.5833333333333,51.5,-2.6666666666667,-0.86666666666667",0,80.4.240.650
"Europa;West Europa;United Kingdom;South West;Wiltshire","(W 2 25 - W 1 30 /N 51 50 - N 50 50)","-1.5,50.833333333333,-2.4166666666667,51.833333333333",0,80.4.240.660
"Europa;West Europa;United Kingdom;South West;Dorset","(W 3 00 - W 1 40 /N 51 15 - N 50 20)","-1.6666666666667,50.333333333333,-3,51.25",0,80.4.240.670
"Europa;West Europa;United Kingdom;South East","(W 2 00 - O 1 45 /n 52 30 - N 50 15)","1.75,50.25,-2,52.5",16,80.4.240.700
"Europa;West Europa;United Kingdom;South East;Oxfordshire","(W 1 45 - W 0 55 /N 52 25 - N 51 20)","-0.91666666666667,51.333333333333,-1.75,52.416666666667",0,80.4.240.705
"Europa;West Europa;United Kingdom;South East;Buckinghamshire","(W 1 15 - W 0 30 /N 52 15 - N 51 25)","-0.5,51.416666666667,-1.25,52.25",0,80.4.240.710
"Europa;West Europa;United Kingdom;South East;Bedfordshire","(W 0 50 - W 0 20 /N 52 25 - N 51 45)","-0.33333333333333,51.75,-0.83333333333333,52.416666666667",0,80.4.240.715
"Europa;West Europa;United Kingdom;South East;Hertfordshire","(W 0 50 - O 0 10 /N 52 10 - N 51 30)","-0.16666666666667,51.5,-0.83333333333333,52.166666666667",2,80.4.240.720
"Europa;West Europa;United Kingdom;South East;Essex","(W 0 05 - O 1 15 /N 52 15 - N 51 20)","1.25,51.333333333333,-0.083333333333333,52.25",1,80.4.240.725
"Europa;West Europa;United Kingdom;South East;Greater London","(W 0 35 - O 0 15 /N 51 50 - N 51 10)","-0.25,51.166666666667,-0.58333333333333,51.833333333333",10,80.4.240.730
"Europa;West Europa;United Kingdom;South East;Berkshire","(W 1 40 - W 0 30 /N 51 40 - N 51 15)","-0.5,51.25,-1.6666666666667,51.666666666667",0,80.4.240.735
"Europa;West Europa;United Kingdom;South East;Hampshire","(W 2 00 - W 0 45 /N 51 30 - N 50 35)","-0.75,50.583333333333,-2,51.5",2,80.4.240.740
"Europa;West Europa;United Kingdom;South East;Isle of Wight","(W 1 35 - W 1 00 /N 50 50 - N 50 30)","-1,50.5,-1.5833333333333,50.833333333333",1,80.4.240.745
"Europa;West Europa;United Kingdom;South East;Surrey","(W 0 55 - W 0 00 /N 51 35 - N 51 00)","0,51,-0.91666666666667,51.583333333333",1,80.4.240.750
"Europa;West Europa;United Kingdom;South East;West Sussex","(W 1 00 - W 0 00 /N 51 15 - N 50 35)","0,50.583333333333,-1,51.25",0,80.4.240.755
"Europa;West Europa;United Kingdom;South East;East Sussex","(W 0 20 - O 0 50 /N 51 15 - N 50 35)","-0.83333333333333,50.583333333333,-0.33333333333333,51.25",2,80.4.240.760
"Europa;West Europa;United Kingdom;South East;Kent","(W 0 05 - O 1 30 /N 51 40 - N 50 50)","1.5,50.833333333333,-0.083333333333333,51.666666666667",2,80.4.240.765
"Europa;West Europa;United Kingdom;East Anglia","(W 0 45 - O 2 00 /N 53 15 - N 51 45)","2,51.75,-0.75,53.25",0,80.4.240.800
"Europa;West Europa;United Kingdom;East Anglia;Cambridgeshire","(W 0 40 - O 0 25 /N 52 50 - N 51 55)","-0.41666666666667,51.916666666667,-0.66666666666667,52.833333333333",0,80.4.240.810
"Europa;West Europa;United Kingdom;East Anglia;Norfolk","(O 0 00 - O 1 45 /N 53 10 - N 52 20)","1.75,52.333333333333,0,53.166666666667",0,80.4.240.820
"Europa;West Europa;United Kingdom;East Anglia;Suffolk","(O 0 10 - O 1 45 /N 52 40 - N 51 55)","1.75,51.916666666667,-0.16666666666667,52.666666666667",0,80.4.240.830
"Europa;West Europa;United Kingdom;Northern Ireland","(W 8 20 - W 5 15 /N 55 30 - N 53 35)","-5.25,53.583333333333,-8.3333333333333,55.5",1,80.4.240.900
"Europa;West Europa;United Kingdom;Northern Ireland;Coleraine","(W 6 55 - W 6 30 /N 55 15 - N 54 50)","-6.5,54.833333333333,-6.9166666666667,55.25",0,80.4.240.903
"Europa;West Europa;United Kingdom;Northern Ireland;Moyle","(W 6 35 - W 5 55 /N 55 20 - N 54 55)","-5.9166666666667,54.916666666667,-6.5833333333333,55.333333333333",0,80.4.240.906
"Europa;West Europa;United Kingdom;Northern Ireland;Londonderry","(W 7 20 - W 6 45 /N 55 10 - N 54 45)","-6.75,54.75,-7.3333333333333,55.166666666667",0,80.4.240.909
"Europa;West Europa;United Kingdom;Northern Ireland;Limavady","(W 7 15 - W 6 45 /N 55 15 - N 54 45)","-6.75,54.75,-7.25,55.25",0,80.4.240.912
"Europa;West Europa;United Kingdom;Northern Ireland;Ballymore","(W 6 40 - W 6 10 /N 55 10 - N 54 40)","-6.1666666666667,54.666666666667,-6.6666666666667,55.166666666667",0,80.4.240.915
"Europa;West Europa;United Kingdom;Northern Ireland;Strabane","(W 8 00 - W 6 50 /N 55 00 - N 53 35)","-6.8333333333333,53.583333333333,-8,55",0,80.4.240.918
"Europa;West Europa;United Kingdom;Northern Ireland;Magherafelt","(W 7 00 - W 6 25 /N 54 55 - N 54 40)","-6.4166666666667,54.666666666667,-7,54.916666666667",0,80.4.240.921
"Europa;West Europa;United Kingdom;Northern Ireland;Ballymena","(W 6 30 - W 5 50 /N 55 05 - N 54 45)","-5.8333333333333,54.75,-6.5,55.083333333333",0,80.4.240.924
"Europa;West Europa;United Kingdom;Northern Ireland;Larne","(W 6 10 - W 5 35 /N 55 10 - N 54 40)","-5.5833333333333,54.666666666667,-6.1666666666667,55.166666666667",0,80.4.240.927
"Europa;West Europa;United Kingdom;Northern Ireland;Omagh","(W 7 45 - W 6 50 /N 54 50 - N 54 20)","-6.8333333333333,54.333333333333,-7.75,54.833333333333",0,80.4.240.930
"Europa;West Europa;United Kingdom;Northern Ireland;Cookstown","(W 7 05 - W 6 15 /N 54 45 - N 54 30)","-6.25,54.5,-7.0833333333333,54.75",0,80.4.240.933
"Europa;West Europa;United Kingdom;Northern Ireland;Antrim","(W 6 30 - W 6 00 /N 54 55 - N 54 35)","-6,54.583333333333,-6.5,54.916666666667",0,80.4.240.936
"Europa;West Europa;United Kingdom;Northern Ireland;Newtonabbey","(W 6 10 - W 5 45 /N 54 50 - N 54 35)","-5.75,54.583333333333,-6.1666666666667,54.833333333333",0,80.4.240.939
"Europa;West Europa;United Kingdom;Northern Ireland;Carrickfergus","(W 5 55 - W 5 35 /N 54 50 - N 54 35)","-5.5833333333333,54.583333333333,-5.9166666666667,54.833333333333",0,80.4.240.942
"Europa;West Europa;United Kingdom;Northern Ireland;Belfast","(W 6 10 - W 5 45 /N 54 45 - N 54 30)","-5.75,54.5,-6.1666666666667,54.75",0,80.4.240.945
"Europa;West Europa;United Kingdom;Northern Ireland;North Down","(W 5 55 - W 5 30 /N 54 45 - N 54 30)","-5.5,54.5,-5.9166666666667,54.75",0,80.4.240.948
"Europa;West Europa;United Kingdom;Northern Ireland;Dungannon","(W 7 25 - W 6 30 /N 54 40 - N 54 15)","-6.5,54.25,-7.4166666666667,54.666666666667",0,80.4.240.951
"Europa;West Europa;United Kingdom;Northern Ireland;Craigavon","(W 6 40 - W 6 10 /N 54 40 - N 54 20)","-6.1666666666667,54.333333333333,-6.6666666666667,54.666666666667",0,80.4.240.954
"Europa;West Europa;United Kingdom;Northern Ireland;Lisburn","(W 6 25 - W 5 45 /N 54 40 - N 54 20)","-5.75,54.333333333333,-6.4166666666667,54.666666666667",0,80.4.240.957
"Europa;West Europa;United Kingdom;Northern Ireland;Castlereagh","(W 6 00 - W 5 45 /N 54 40 - N 54 25)","-5.75,54.416666666667,-6,54.666666666667",0,80.4.240.960
"Europa;West Europa;United Kingdom;Northern Ireland;Ards","(W 6 00 - W 5 20 /N 54 40 - N 54 20)","-5.3333333333333,54.333333333333,-6,54.666666666667",0,80.4.240.963
"Europa;West Europa;United Kingdom;Northern Ireland;Fermanagh","(W 8 20 - W 7 05 /N 54 40 - N 54 05)","-7.0833333333333,54.083333333333,-8.3333333333333,54.666666666667",0,80.4.240.966
"Europa;West Europa;United Kingdom;Northern Ireland;Armagh","(W 7 55 - W 6 20 /N 54 30 - N 54 05)","-6.3333333333333,54.083333333333,-7.9166666666667,54.5",0,80.4.240.969
"Europa;West Europa;United Kingdom;Northern Ireland;Banbridge","(W 6 25 - W 5 55 /N 54 30 - N 54 10)","-5.9166666666667,54.166666666667,-6.4166666666667,54.5",0,80.4.240.972
"Europa;West Europa;United Kingdom;Northern Ireland;Down","(W 6 15 - W 5 20 /N 54 30 - N 54 05)","-5.3333333333333,54.083333333333,-6.25,54.5",0,80.4.240.975
"Europa;West Europa;United Kingdom;Northern Ireland;Newry and Mourne","(W 6 45 - W 5 45 /N 54 20 - N 54 00)","-5.75,54,-6.75,54.333333333333",0,80.4.240.978
"Europa;West Europa;Isle of Man","(W 5 - W 4 /N 55 - N 54)","-4,54,-5,55",0,80.4.250
"Europa;West Europa;Channel Islands","(W 3 - W 2 /N 50 - N 49)","-2,49,-3,50",1,80.4.260
"Europa;West Europa;Channel Islands;Guernsey","(W 2 45 - W 2 00 /N 49 50 - N 49 20)","-2,49.333333333333,-2.75,49.833333333333",0,80.4.260.100
"Europa;West Europa;Channel Islands;Jersey","(W 2 20 - W 2 00 /N 49 20 - N 49 05)","-2,49.083333333333,-2.3333333333333,49.333333333333",0,80.4.260.200
"Europa;West Europa;Ierland","(W 11 - W 5 /N 56 - N 51)","-5,51,-11,56",13,80.4.270
"Europa;West Europa;Ierland;Ulster","(W 8 50 - W 5 15 /N 55 25 - N 53 45)","-5.25,53.75,-8.8333333333333,55.416666666667",1,80.4.270.100
"Europa;West Europa;Ierland;Ulster;Donegal","(W 8 50 - W 6 05 /N 55 25 - N 54 28)","-6.0833333333333,54.466666666667,-8.8333333333333,55.416666666667",0,80.4.270.110
"Europa;West Europa;Ierland;Ulster;Monaghan","(W 7 20 - W 6 32 /N 54 26 - N 53 50)","-6.5333333333333,53.833333333333,-7.3333333333333,54.433333333333",0,80.4.270.120
"Europa;West Europa;Ierland;Ulster;Cavan","(W 8 05 - W 6 45 /N 54 20 - N 53 45)","-6.75,53.75,-8.0833333333333,54.333333333333",0,80.4.270.130
"Europa;West Europa;Ierland;Connaucht","(W 10 15 - W 7 35 /N 54 30 - N 52 55)","-7.5833333333333,52.916666666667,-10.25,54.5",0,80.4.270.200
"Europa;West Europa;Ierland;Connaucht;Leitrim","(W 8 30 - W 7 35 /N 54 30 - N 53 45)","-7.5833333333333,53.75,-8.5,54.5",0,80.4.270.210
"Europa;West Europa;Ierland;Connaucht;Sligo","(W 9 10 - W 8 10 /N 54 30 - N 53 55)","-8.1666666666667,53.916666666667,-9.1666666666667,54.5",0,80.4.270.220
"Europa;West Europa;Ierland;Connaucht;Mayo","(W 10 15 - W 8 30 /N 54 25 - N 53 25)","-8.5,53.416666666667,-10.25,54.416666666667",0,80.4.270.230
"Europa;West Europa;Ierland;Connaucht;Roscommon","(W 8 50 - W 7 55 /N 54 10 - N 53 15)","-7.9166666666667,53.25,-8.8333333333333,54.166666666667",0,80.4.270.240
"Europa;West Europa;Ierland;Connaucht;Galway","(W 10 15 - W 7 55 /N 53 45 - N 52 55)","-7.9166666666667,52.916666666667,-10.25,53.75",0,80.4.270.250
"Europa;West Europa;Ierland;Leinster","(W 8 00 - W 5 55 /N 54 10 - N 52 05)","-5.9166666666667,52.083333333333,-8,54.166666666667",0,80.4.270.300
"Europa;West Europa;Ierland;Leinster;Longford","(W 8 05 - W 7 20 /N 54 00 - N 53 30)","-7.3333333333333,53.5,-8.0833333333333,54",0,80.4.270.305
"Europa;West Europa;Ierland;Leinster;Westmeath","(W 8 00 - W 6 55 /N 53 50 - N 53 15)","-6.9166666666667,53.25,-8,53.833333333333",0,80.4.270.310
"Europa;West Europa;Ierland;Leinster;Meath","(W 7 25 - W 6 10 /N 53 55 - N 53 20)","-6.1666666666667,53.333333333333,-7.4166666666667,53.916666666667",0,80.4.270.315
"Europa;West Europa;Ierland;Leinster;Louth","(W 6 45 - W 6 05 /N 52 10 - N 53 40)","-6.0833333333333,53.666666666667,-6.75,52.166666666667",0,80.4.270.320
"Europa;West Europa;Ierland;Leinster;Dublin","(W 6 35 - W 5 55 /N 53 40 - N 53 10)","-5.9166666666667,53.166666666667,-6.5833333333333,53.666666666667",0,80.4.270.325
"Europa;West Europa;Ierland;Leinster;Kildare","(W 7 10 - W 6 25 /N 53 30 - N 52 50)","-6.4166666666667,52.833333333333,-7.1666666666667,53.5",0,80.4.270.330
"Europa;West Europa;Ierland;Leinster;Offaly","(W 8 05 - W 6 55 /N 53 30 - N 52 50)","-6.9166666666667,52.833333333333,-8.0833333333333,53.5",0,80.4.270.335
"Europa;West Europa;Ierland;Leinster;Laois","(W 7 45 - W 6 55 /N 53 20 - N 52 45)","-6.9166666666667,52.75,-7.75,53.333333333333",0,80.4.270.340
"Europa;West Europa;Ierland;Leinster;Kilkenny","(W 7 40 - W 6 55 /N 52 55 - N 52 10)","-6.9166666666667,52.166666666667,-7.6666666666667,52.916666666667",0,80.4.270.345
"Europa;West Europa;Ierland;Leinster;Carlow","(W 7 10 - W 6 30 /N 52 55 - N 52 25)","-6.5,52.416666666667,-7.1666666666667,52.916666666667",0,80.4.270.350
"Europa;West Europa;Ierland;Leinster;Wicklow","(W 6 50 - W 5 55 /N 53 15 - N 52 40)","-5.9166666666667,52.666666666667,-6.8333333333333,53.25",0,80.4.270.355
"Europa;West Europa;Ierland;Leinster;Wexford","(W 7 05 - W 6 05 /N 52 50 - N 52 05)","-6.0833333333333,52.083333333333,-7.0833333333333,52.833333333333",0,80.4.270.360
"Europa;West Europa;Ierland;Munster","(W 10 45 - W 6 55 /N 53 10 - N 51 20)","-6.9166666666667,51.333333333333,-10.75,53.166666666667",0,80.4.270.400
"Europa;West Europa;Ierland;Munster;Clare","(W 10 00 - W 8 15 /N 53 10 - N 52 30)","-8.25,52.5,-10,53.166666666667",0,80.4.270.410
"Europa;West Europa;Ierland;Munster;Tipperary","(W 8 30 - W 7 20 /N 53 10 - N 52 10)","-7.3333333333333,52.166666666667,-8.5,53.166666666667",0,80.4.270.420
"Europa;West Europa;Ierland;Munster;Limerick","(W 9 25 - W 8 10 /N 52 50 - N 52 15)","-8.1666666666667,52.25,-9.4166666666667,52.833333333333",0,80.4.270.430
"Europa;West Europa;Ierland;Munster;Kerry","(W 10 45 - W 9 05 /N 52 40 - N 51 40)","-9.0833333333333,51.666666666667,-10.75,52.666666666667",0,80.4.270.440
"Europa;West Europa;Ierland;Munster;Cork","(W 10 45 - W 7 50 /N 52 25 - N 51 20)","-7.8333333333333,51.333333333333,-10.75,52.416666666667",0,80.4.270.450
"Europa;West Europa;Ierland;Munster;Waterford","(W 8 10 - W 6 55 /N 52 25 - N 51 50)","-6.9166666666667,51.833333333333,-8.1666666666667,52.416666666667",0,80.4.270.460
"Europa;West Europa;Frankrijk","(W 6 - O 8 /N 52 - N 41)","8,41,-6,52",104,80.4.280
"Europa;West Europa;Frankrijk;Nord-Pas-de-Calais","(O 1 20 - O 4 20 /N 51 15 - N 49 50)","4.3333333333333,49.833333333333,1.3333333333333,51.25",5,80.4.280.040
"Europa;West Europa;Frankrijk;Nord-Pas-de-Calais;Nord","(O 2 30 - O 4 15 /N 51 10 - N 49 55)","4.25,49.916666666667,2.5,51.166666666667",1,80.4.280.043
"Europa;West Europa;Frankrijk;Nord-Pas-de-Calais;Pas-de-Calais","(O 1 25 - O 3 15 /N 51 05 - N 50 05)","3.25,50.083333333333,1.4166666666667,51.083333333333",2,80.4.280.045
"Europa;West Europa;Frankrijk;Picardie","(O 1 15 - O 4 20 /N 50 30 - N 48 45)","4.3333333333333,48.75,1.25,50.5",2,80.4.280.080
"Europa;West Europa;Frankrijk;Picardie;Somme","(O 1 20 - O 3 15 /N 50 25 - N 49 35)","3.25,49.583333333333,1.3333333333333,50.416666666667",1,80.4.280.083
"Europa;West Europa;Frankrijk;Picardie;Oise","(O 1 40 - O 3 15 /N 49 50 - N 49 00)","3.25,49,1.6666666666667,49.833333333333",1,80.4.280.085
"Europa;West Europa;Frankrijk;Picardie;Aisne","(O 2 55 - O 4 15 /N 50 05 - N 48 50)","4.25,48.833333333333,2.9166666666667,50.083333333333",0,80.4.280.087
"Europa;West Europa;Frankrijk;Champagne-Ardenne","(O 3 15 - O 6 00 /N 50 15 - N 47 30)","6,47.5,3.25,50.25",2,80.4.280.120
"Europa;West Europa;Frankrijk;Champagne-Ardenne;Ardennes","(O 4 00 - O 5 25 /N 50 15 - N 49 15)","5.4166666666667,49.25,4,50.25",1,80.4.280.123
"Europa;West Europa;Frankrijk;Champagne-Ardenne;Marne","(O 3 20 - O 5 05 /N 49 25 - N 48 30)","5.0833333333333,48.5,3.3333333333333,49.416666666667",1,80.4.280.125
"Europa;West Europa;Frankrijk;Champagne-Ardenne;Haute-Marne","(O 4 35 - O 5 55 /N 48 45 - N 47 35)","5.9166666666667,47.583333333333,4.5833333333333,48.75",0,80.4.280.127
"Europa;West Europa;Frankrijk;Champagne-Ardenne;Aube","(O 3 20 - O 4 55 /N 48 45 - N 47 55)","4.9166666666667,47.916666666667,3.3333333333333,48.75",0,80.4.280.129
"Europa;West Europa;Frankrijk;Haute-Normandie","(O 0 00 - O 2 00 /N 50 10 - N 48 35)","2,48.583333333333,0,50.166666666667",2,80.4.280.160
"Europa;West Europa;Frankrijk;Haute-Normandie;Seine-Maritime","(O 0 00 - O 1 50 /N 50 05 - N 49 00)","1.8333333333333,49,0,50.083333333333",1,80.4.280.163
"Europa;West Europa;Frankrijk;Haute-Normandie;Eure","(O 0 15 - O 1 30 /N 49 30 - N 48 40)","1.5,48.666666666667,-0.25,49.5",1,80.4.280.165
"Europa;West Europa;Frankrijk;Basse-Normandie","(W 2 15 - O 1 05 /N 49 50 - N 48 05)","1.0833333333333,48.083333333333,-2.25,49.833333333333",1,80.4.280.200
"Europa;West Europa;Frankrijk;Basse-Normandie;Calvados","(W 1 10 - O 0 25 /N 49 30 - N 48 45)","-0.41666666666667,48.75,-1.1666666666667,49.5",0,80.4.280.203
"Europa;West Europa;Frankrijk;Basse-Normandie;Manche","(W 2 10 - W 0 45 /N 49 45 - N 48 25)","-0.75,48.416666666667,-2.1666666666667,49.75",0,80.4.280.205
"Europa;West Europa;Frankrijk;Basse-Normandie;Orne","(W 0 45 - O 1 00 /N 49 00 - N 48 10)","1,48.166666666667,-0.75,49",1,80.4.280.207
"Europa;West Europa;Frankrijk;Bretagne","(W 5 15 - W 0 55 /N 49 00 - N 47 10)","-0.91666666666667,47.166666666667,-5.25,49",0,80.4.280.240
"Europa;West Europa;Frankrijk;Bretagne;Ille-et-Vilaine","(W 2 20 - W 1 00 /N 48 45 - N 47 35)","-1,47.583333333333,-2.3333333333333,48.75",0,80.4.280.243
"Europa;West Europa;Frankrijk;Bretagne;Côtes-du-Nord","(W 3 55 - W 1 55 /N 48 55 - N 48 00)","-1.9166666666667,48,-3.9166666666667,48.916666666667",0,80.4.280.245
"Europa;West Europa;Frankrijk;Bretagne;Finistère","(W 5 10 - W 3 20 /N 48 50 - N 47 45)","-3.3333333333333,47.75,-5.1666666666667,48.833333333333",0,80.4.280.247
"Europa;West Europa;Frankrijk;Bretagne;Morbihan","(W 3 45 - W 2 00 /N 48 15 - N 47 15)","-2,47.25,-3.75,48.25",0,80.4.280.249
"Europa;West Europa;Frankrijk;Pays de la Loire","(W 2 35 - O 1 00 /N 48 40 - N 46 10)","1,46.166666666667,-2.5833333333333,48.666666666667",0,80.4.280.280
"Europa;West Europa;Frankrijk;Pays de la Loire;Mayenne","(W 1 20 - W 0 00 /N 48 35 - N 47 40)","0,47.666666666667,-1.3333333333333,48.583333333333",0,80.4.280.281
"Europa;West Europa;Frankrijk;Pays de la Loire;Sarthe","(W 0 30 - O 0 55 /N 48 30 - N 47 30)","-0.91666666666667,47.5,-0.5,48.5",0,80.4.280.283
"Europa;West Europa;Frankrijk;Pays de la Loire;Maine-et-Loire","(W 1 25 - O 0 15 /N 47 50 - N 46 55)","-0.25,46.916666666667,-1.4166666666667,47.833333333333",0,80.4.280.285
"Europa;West Europa;Frankrijk;Pays de la Loire;Loire-Atlantique","(W 2 30 - W 1 05 /N 47 50 - N 46 50)","-1.0833333333333,46.833333333333,-2.5,47.833333333333",0,80.4.280.287
"Europa;West Europa;Frankrijk;Pays de la Loire;Vendée","(W 2 30 - W 0 30 /N 46 05 - N 46 15)","-0.5,46.25,-2.5,46.083333333333",0,80.4.280.289
"Europa;West Europa;Frankrijk;Poitou-Charentes","(W 2 35 - O 1 20 /N 47 20 - N 45 05)","1.3333333333333,45.083333333333,-2.5833333333333,47.333333333333",1,80.4.280.320
"Europa;West Europa;Frankrijk;Poitou-Charentes;Deux-Sèvres","(W 0 55 - O 0 15 /N 47 10 - N 45 55)","-0.25,45.916666666667,-0.91666666666667,47.166666666667",1,80.4.280.323
"Europa;West Europa;Frankrijk;Poitou-Charentes;Vienne","(W 0 10 - O 1 15 /N 47 15 - N 46 00)","1.25,46,-0.16666666666667,47.25",0,80.4.280.325
"Europa;West Europa;Frankrijk;Poitou-Charentes;Charente","(W 0 35 - O 1 00 /N 46 05 - N 45 10)","1,45.166666666667,-0.58333333333333,46.083333333333",0,80.4.280.327
"Europa;West Europa;Frankrijk;Poitou-Charentes;Charente-Maritime","(W 2 30 - W 0 00 /N 46 25 - N 35 05)","0,35.083333333333,-2.5,46.416666666667",0,80.4.280.329
"Europa;West Europa;Frankrijk;Ile-de-France","(O 1 20 - O 3 40 /N 49 20 - N 48 00)","3.6666666666667,48,1.3333333333333,49.333333333333",25,80.4.280.360
"Europa;West Europa;Frankrijk;Ile-de-France","(O 1 20 - O 3 40 /N 49 20 - N 48 00)","3.6666666666667,48,1.3333333333333,49.333333333333",25,80.280.360
"Europa;West Europa;Frankrijk;Ile-de-France;Val-d'Oise","(O 1 30 - O 2 40 /N 49 15 - N 48 54)","2.6666666666667,48.9,1.5,49.25",0,80.4.280.361
"Europa;West Europa;Frankrijk;Ile-de-France;Yvelines","(O 1 25 - O 2 12 /N 49 05 - N 48 25)","2.2,48.416666666667,1.4166666666667,49.083333333333",1,80.4.280.362
"Europa;West Europa;Frankrijk;Ile-de-France;Essonne","(O 1 50 - O 2 36 /N 48 47 - N 48 15)","2.6,48.25,1.8333333333333,48.783333333333",1,80.4.280.363
"Europa;West Europa;Frankrijk;Ile-de-France;Seine-et-Marne","(O 2 20 - O 3 35 /N 49 10 - N 48 05)","3.5833333333333,48.083333333333,2.3333333333333,49.166666666667",1,80.4.280.364
"Europa;West Europa;Frankrijk;Ile-de-France;Ville-de-Paris","(O 2 12 - O 2 27 /N 48 54 - N 48 49)","2.45,48.816666666667,2.2,48.9",18,80.4.280.365
"Europa;West Europa;Frankrijk;Ile-de-France;Hauts-de-Seine","(O 2 09 - O 2 21 /N 48 57 - N 48 44)","2.35,48.733333333333,2.15,48.95",1,80.4.280.366
"Europa;West Europa;Frankrijk;Ile-de-France;Seine-St.Denis","(O 2 19 - O 2 37 /N 49 00 - N 48 48)","2.6166666666667,48.8,2.3166666666667,49",0,80.4.280.367
"Europa;West Europa;Frankrijk;Ile-de-France;Val-de-Marne","(O 2 18 - O 2 37 /N 48 52 - N 48 42)","2.6166666666667,48.7,2.3,48.866666666667",0,80.4.280.368
"Europa;West Europa;Frankrijk;Centre","(O 0 00 - O 3 10 /N 49 05 - N 46 15)","3.1666666666667,46.25,0,49.083333333333",2,80.4.280.400
"Europa;West Europa;Frankrijk;Centre;Eure-et-Loire","(O 0 45 - O 2 00 /N 49 00 - N 47 55)","2,47.916666666667,-0.75,49",0,80.4.280.401
"Europa;West Europa;Frankrijk;Centre;Loiret","(O 1 25 - O 3 05 /N 48 20 - N 47 30)","3.0833333333333,47.5,1.4166666666667,48.333333333333",0,80.4.280.403
"Europa;West Europa;Frankrijk;Centre;Loir-et-Cher","(O 0 30 - O 2 25 /N 48 10 - N 47 10)","2.4166666666667,47.166666666667,-0.5,48.166666666667",0,80.4.280.405
"Europa;West Europa;Frankrijk;Centre;Indre-et-Loire","(O 0 00 - O 1 20 /N 47 45 - N 46 45)","1.3333333333333,46.75,0,47.75",0,80.4.280.407
"Europa;West Europa;Frankrijk;Centre;Indre","(O 0 50 - O 2 15 /N 47 20 - N 46 20)","2.25,46.333333333333,-0.83333333333333,47.333333333333",1,80.4.280.408
"Europa;West Europa;Frankrijk;Centre;Cher","(O 1 45 - O 3 05 /N 47 40 - N 46 25)","3.0833333333333,46.416666666667,1.75,47.666666666667",0,80.4.280.409
"Europa;West Europa;Frankrijk;Bourgogne","(O 2 40 - O 5 35 /N 48 35 - N 46 00)","5.5833333333333,46,2.6666666666667,48.583333333333",0,80.4.280.440
"Europa;West Europa;Frankrijk;Bourgogne;Yonne","(O 2 45 - O 4 20 /N 48 25 - N 47 20)","4.3333333333333,47.333333333333,2.75,48.416666666667",0,80.4.280.443
"Europa;West Europa;Frankrijk;Bourgogne;Côte-d'Or","(O 4 00 - O 5 30 /N 48 05 - N 46 55)","5.5,46.916666666667,4,48.083333333333",0,80.4.280.445
"Europa;West Europa;Frankrijk;Bourgogne;Saône-et-Loire","(O 3 40 - O 5 25 /N 47 10 - N 46 05)","5.4166666666667,46.083333333333,3.6666666666667,47.166666666667",0,80.4.280.447
"Europa;West Europa;Frankrijk;Bourgogne;Nièvre","(O 2 50 - O 4 25 /N 47 35 - N 46 40)","4.4166666666667,46.666666666667,2.8333333333333,47.583333333333",0,80.4.280.449
"Europa;West Europa;Frankrijk;Auvergne","(O 1 55 - O 4 30 /N 46 55 - N 44 30)","4.5,44.5,1.9166666666667,46.916666666667",0,80.4.280.480
