"Europa;Zuidwest Europa;Arquipélago dos Açores (Azoren)","(W 31 20 - W 24 40 /N 40 00 - N 37 00)","-24.666666666667,37,-31.333333333333,40",0,80.4.620
"Europa;Zuidwest Europa;Arquipélago dos Açores (Azoren);Horta","(W 31 20 - W 28 00 /N 40 00 - N 38 00)","-28,38,-31.333333333333,40",0,80.4.620.100
"Europa;Zuidwest Europa;Arquipélago dos Açores (Azoren);Angra do Heroísmo","(W 29 00 - W 26 00 /N 39 00 - N 38 00)","-26,38,-29,39",0,80.4.620.200
"Europa;Zuidwest Europa;Arquipélago dos Açores (Azoren);Ponta Delgada","(W 26 40 - W 24 40 /N 38 00 - N 37 00)","-24.666666666667,37,-26.666666666667,38",0,80.4.620.300
"Europa;Zuidwest Europa;Spanje","(W 10 - O 5 /N 44 - N 36)","5,36,-10,44",19,80.4.630
"Europa;Zuidwest Europa;Spanje;Galicia","(W 9 20 - W 6 40 /N 43 50 - N 41 50)","-6.6666666666667,41.833333333333,-9.3333333333333,43.833333333333",0,80.4.630.050
"Europa;Zuidwest Europa;Spanje;Galicia;La Coruña","(W 9 20 - W 7 40 /N 43 50 - N 42 30)","-7.6666666666667,42.5,-9.3333333333333,43.833333333333",0,80.4.630.052
"Europa;Zuidwest Europa;Spanje;Galicia;Lugo","(W 8 00 - W 6 45 /N 43 50 - N 42 20)","-6.75,42.333333333333,-8,43.833333333333",0,80.4.630.054
"Europa;Zuidwest Europa;Spanje;Galicia;Pontevedra","(W 9 00 - W 7 50 /N 42 50 - N 41 50)","-7.8333333333333,41.833333333333,-9,42.833333333333",0,80.4.630.056
"Europa;Zuidwest Europa;Spanje;Galicia;Orense","(W 8 20 - W 6 40 /N 42 35 - N 41 50)","-6.6666666666667,41.833333333333,-8.3333333333333,42.583333333333",0,80.4.630.058
"Europa;Zuidwest Europa;Spanje;Asturias","(W 7 10 - W 4 30 /N 43 40 - N 42 50)","-4.5,42.833333333333,-7.1666666666667,43.666666666667",1,80.4.630.100
"Europa;Zuidwest Europa;Spanje;Cantabria","(W 4 50 - W 3 05 /N 43 30 - N 42 40)","-3.0833333333333,42.666666666667,-4.8333333333333,43.5",1,80.4.630.150
"Europa;Zuidwest Europa;Spanje;Vascongadas","(W 3 30 - W 1 20 /N 43 30 - N 42 25)","-1.3333333333333,42.416666666667,-3.5,43.5",4,80.4.630.200
"Europa;Zuidwest Europa;Spanje;Vascongadas;Vizcaya","(W 3 30 - W 2 20 /N 43 30 - N 43 00)","-2.3333333333333,43,-3.5,43.5",1,80.4.630.202
"Europa;Zuidwest Europa;Spanje;Vascongadas;Guipúzcoa","(W 2 40 - W 1 20 /N 43 25 - N 42 55)","-1.3333333333333,42.916666666667,-2.6666666666667,43.416666666667",0,80.4.630.204
"Europa;Zuidwest Europa;Spanje;Vascongadas;Alava","(W 3 30 - W 2 10 /N 43 15 - N 42 25)","-2.1666666666667,42.416666666667,-3.5,43.25",0,80.4.630.206
"Europa;Zuidwest Europa;Spanje;Castilla-Léon","(W 7 10 - W 1 45 /N 43 20 - N 40 05)","-1.75,40.083333333333,-7.1666666666667,43.333333333333",2,80.4.630.250
"Europa;Zuidwest Europa;Spanje;Castilla-Léon;Léon","(W 7 10 - W 4 40 /N 43 20 - N 41 55)","-4.6666666666667,41.916666666667,-7.1666666666667,43.333333333333",0,80.4.630.251
"Europa;Zuidwest Europa;Spanje;Castilla-Léon;Palencia","(W 5 05 - W 3 50 /N 43 05 - N 41 40)","-3.8333333333333,41.666666666667,-5.0833333333333,43.083333333333",0,80.4.630.252
"Europa;Zuidwest Europa;Spanje;Castilla-Léon;Burgos","(W 4 20 - W 2 50 /N 43 10 - N 41 25)","-2.8333333333333,41.416666666667,-4.3333333333333,43.166666666667",0,80.4.630.253
"Europa;Zuidwest Europa;Spanje;Castilla-Léon;Zamora","(W 7 00 - W 5 10 /N 42 15 - N 41 04)","-5.1666666666667,41.066666666667,-7,42.25",1,80.4.630.254
"Europa;Zuidwest Europa;Spanje;Castilla-Léon;Valladolid","(W 5 30 - W 3 55 /N 42 20 - N 40 35)","-3.9166666666667,40.583333333333,-5.5,42.333333333333",0,80.4.630.255
"Europa;Zuidwest Europa;Spanje;Castilla-Léon;Soria","(W 3 40 - W 1 45 /N 42 10 - N 41 00)","-1.75,41,-3.6666666666667,42.166666666667",0,80.4.630.256
"Europa;Zuidwest Europa;Spanje;Castilla-Léon;Segovia","(W 4 50 - W 3 10 /N 42 10 - N 41 00)","-3.1666666666667,41,-4.8333333333333,42.166666666667",0,80.4.630.257
"Europa;Zuidwest Europa;Spanje;Castilla-Léon;Salamanca","(W 6 55 - W 5 00 /N 41 20 - N 40 15)","-5,40.25,-6.9166666666667,41.333333333333",1,80.4.630.258
"Europa;Zuidwest Europa;Spanje;Castilla-Léon;Avila","(W 5 45 - W 4 10 /N 41 10 - N 40 05)","-4.1666666666667,40.083333333333,-5.75,41.166666666667",0,80.4.630.259
"Europa;Zuidwest Europa;Spanje;La Rioja","(W 3 10 - W 1 40 /N 42 40 - N 41 55)","-1.6666666666667,41.916666666667,-3.1666666666667,42.666666666667",0,80.4.630.300
"Europa;Zuidwest Europa;Spanje;Navarra","(W 2 30 - W 0 40 /N 43 20 - N 41 55)","-0.66666666666667,41.916666666667,-2.5,43.333333333333",0,80.4.630.350
"Europa;Zuidwest Europa;Spanje;Aragón","(W 2 10 - O 0 50 /N 42 55 - N 39 50)","-0.83333333333333,39.833333333333,-2.1666666666667,42.916666666667",3,80.4.630.400
"Europa;Zuidwest Europa;Spanje;Aragón;Huesca","(W 1 00 - O 0 50 /N 42 55 - N 41 15)","-0.83333333333333,41.25,-1,42.916666666667",0,80.4.630.402
"Europa;Zuidwest Europa;Spanje;Aragón;Zaragoza","(W 2 10 - O 0 30 /N 40 50 - N 42 45)","-0.5,42.75,-2.1666666666667,40.833333333333",0,80.4.630.404
"Europa;Zuidwest Europa;Spanje;Aragón;Teruel","(W 1 50 - O 0 20 /N 41 20 - N 39 50)","-0.33333333333333,39.833333333333,-1.8333333333333,41.333333333333",0,80.4.630.406
"Europa;Zuidwest Europa;Spanje;Cataluña","(O 0 10 - O 3 20 /N 42 55 - N 40 30)","3.3333333333333,40.5,-0.16666666666667,42.916666666667",3,80.4.630.450
"Europa;Zuidwest Europa;Spanje;Cataluña;Lérida","(O 0 20 - O 2 00 /N 42 55 - N 41 15)","2,41.25,-0.33333333333333,42.916666666667",0,80.4.630.452
"Europa;Zuidwest Europa;Spanje;Cataluña;Barcelona","(O 1 20 - O 2 50 /N 42 40 - N 41 10)","2.8333333333333,41.166666666667,1.3333333333333,42.666666666667",2,80.4.630.454
"Europa;Zuidwest Europa;Spanje;Cataluña;Gerona","(O 1 40 - O 3 20 /N 42 35 - N 41 35)","3.3333333333333,41.583333333333,1.6666666666667,42.583333333333",0,80.4.630.456
"Europa;Zuidwest Europa;Spanje;Cataluña;Taragona","(O 0 10 - O 1 40 /N 41 35 - N 40 30)","1.6666666666667,40.5,-0.16666666666667,41.583333333333",0,80.4.630.458
"Europa;Zuidwest Europa;Spanje;Madrid (provincie)","(W 4 40 - W 3 00 /N 41 10 - N 39 50)","-3,39.833333333333,-4.6666666666667,41.166666666667",0,80.4.630.500
"Europa;Zuidwest Europa;Spanje;Extremadura","(W 7 40 - W 4 40 /N 40 30 - N 37 55)","-4.6666666666667,37.916666666667,-7.6666666666667,40.5",0,80.4.630.550
"Europa;Zuidwest Europa;Spanje;Extremadura;Cáceres","(W 7 40 - W 4 55 /N 40 30 - N 39 00)","-4.9166666666667,39,-7.6666666666667,40.5",0,80.4.630.552
"Europa;Zuidwest Europa;Spanje;Extremadura;Badajoz","(W 7 20 - W 4 40 /N 39 30 - N 37 55)","-4.6666666666667,37.916666666667,-7.3333333333333,39.5",0,80.4.630.554
"Europa;Zuidwest Europa;Spanje;Castilla-La Mancha","(W 5 30 - W 0 50 /N 41 20 - N 38 00)","-0.83333333333333,38,-5.5,41.333333333333",0,80.4.630.600
"Europa;Zuidwest Europa;Spanje;Castilla-La Mancha;Guadaljara","(W 3 30 - W 1 30 /N 41 20 - N 40 10)","-1.5,40.166666666667,-3.5,41.333333333333",0,80.4.630.602
"Europa;Zuidwest Europa;Spanje;Castilla-La Mancha;Toledo","(W 5 30 - W 2 50 /N 40 20 - N 39 15)","-2.8333333333333,39.25,-5.5,40.333333333333",0,80.4.630.603
"Europa;Zuidwest Europa;Spanje;Castilla-La Mancha;Cuenca","(W 3 10 - W 1 05 /N 40 40 - N 39 10)","-1.0833333333333,39.166666666667,-3.1666666666667,40.666666666667",0,80.4.630.604
"Europa;Zuidwest Europa;Spanje;Castilla-La Mancha;Ciudad Real","(W 5 05 - W 2 35 /N 39 35 - N 38 20)","-2.5833333333333,38.333333333333,-5.0833333333333,39.583333333333",0,80.4.630.606
"Europa;Zuidwest Europa;Spanje;Castilla-La Mancha;Albacete","(W 2 55 - W 0 50 /N 39 00 - N 38 00)","-0.83333333333333,38,-2.9166666666667,39",0,80.4.630.608
"Europa;Zuidwest Europa;Spanje;Valencia (autonoom gebied)","(W 1 30 - O 0 30 /N 40 45 - N 37 45)","-0.5,37.75,-1.5,40.75",0,80.4.630.650
"Europa;Zuidwest Europa;Spanje;Valencia (autonoom gebied);Castellón","(W 0 50 - O 0 30 /N 40 50 - N 39 40)","-0.5,39.666666666667,-0.83333333333333,40.833333333333",0,80.4.630.652
"Europa;Zuidwest Europa;Spanje;Valencia (autonoom gebied);Valencia (provincie)","(W 1 30 - W 0 00 /N 40 00 - N 38 40)","0,38.666666666667,-1.5,40",0,80.4.630.654
"Europa;Zuidwest Europa;Spanje;Valencia (autonoom gebied);Alicante","(W 1 10 - O 0 20 /N 38 55 - N 37 50)","-0.33333333333333,37.833333333333,-1.1666666666667,38.916666666667",0,80.4.630.656
"Europa;Zuidwest Europa;Spanje;Andalusië","(W 7 30 - W 1 40 /N 38 45 - N 36 00)","-1.6666666666667,36,-7.5,38.75",2,80.4.630.700
"Europa;Zuidwest Europa;Spanje;Andalusië;Córdoba","(W 5 40 - W 4 00 /N 38 45 - N 37 10)","-4,37.166666666667,-5.6666666666667,38.75",0,80.4.630.701
"Europa;Zuidwest Europa;Spanje;Andalusië;Jaén","(W 4 20 - W 2 20 /N 38 35 - N 37 20)","-2.3333333333333,37.333333333333,-4.3333333333333,38.583333333333",0,80.4.630.702
"Europa;Zuidwest Europa;Spanje;Andalusië;Huelva","(W 7 30 - W 6 05 /N 38 15 - N 36 45)","-6.0833333333333,36.75,-7.5,38.25",0,80.4.630.703
"Europa;Zuidwest Europa;Spanje;Andalusië;Sevilla","(W 6 40 - W 4 30 /N 38 15 - N 36 50)","-4.5,36.833333333333,-6.6666666666667,38.25",0,80.4.630.704
"Europa;Zuidwest Europa;Spanje;Andalusië;Granada","(W 4 20 - W 2 10 /N 38 05 - N 36 40)","-2.1666666666667,36.666666666667,-4.3333333333333,38.083333333333",0,80.4.630.705
"Europa;Zuidwest Europa;Spanje;Andalusië;Alméria","(W 3 10 - W 1 40 /N 38 00 - N 36 40)","-1.6666666666667,36.666666666667,-3.1666666666667,38",0,80.4.630.706
"Europa;Zuidwest Europa;Spanje;Andalusië;Cádiz","(W 6 30 - W 5 00 /N 37 05 - N 36 00)","-5,36,-6.5,37.083333333333",1,80.4.630.707
"Europa;Zuidwest Europa;Spanje;Andalusië;Málaga","(W 5 40 - W 3 40 /N 37 20 - N 36 15)","-3.6666666666667,36.25,-5.6666666666667,37.333333333333",0,80.4.630.708
"Europa;Zuidwest Europa;Spanje;Murcia","(W 2 20 - W 040 /N 38 45 - N 37 20)","-040,37.333333333333,-2.3333333333333,38.75",0,80.4.630.750
"Europa;Zuidwest Europa;Spanje;Islas Baleares","(O 100 - O 4 30 /N 40 10 - N 38 55)","4.5,38.916666666667,100,40.166666666667",0,80.4.630.800
"Europa;Zuidwest Europa;Gibraltar","(W 5 22 - W 5 19 /N 36 10 - N 36 06)","-5.3166666666667,36.1,-5.3666666666667,36.166666666667",0,80.4.640
"Europa;Zuidwest Europa;Andorra","(O 1 20 - O 1 50 /N 42 40 - N 42 25)","1.8333333333333,42.416666666667,1.3333333333333,42.666666666667",1,80.4.650
"Europa;Zuidwest Europa;Italië","(O 6 - O 19 /N 48 - N 35)","19,35,6,48",52,80.4.660
"Europa;Zuidwest Europa;Italië;Valle d'Aosta","(O 6 45 - O 8 00 /N 46 00 - N 45 25)","8,45.416666666667,6.75,46",3,80.4.660.000
"Europa;Zuidwest Europa;Italië;Piemonte","(O 6 35 - O 9 15 /N 46 35 - N 44 05)","9.25,44.083333333333,6.5833333333333,46.583333333333",1,80.4.660.050
"Europa;Zuidwest Europa;Italië;Piemonte;Novara","(O 7 50 - O 8 50 /N 46 35 - N 45 15)","8.8333333333333,45.25,7.8333333333333,46.583333333333",0,80.4.660.055
"Europa;Zuidwest Europa;Italië;Piemonte;Vercelli","(O 7 50 - O 8 35 /N 46 00 - N 45 10)","8.5833333333333,45.166666666667,7.8333333333333,46",1,80.4.660.060
"Europa;Zuidwest Europa;Italië;Piemonte;Torino","(O 6 35 - O 8 10 /N 45 40 - N 44 40)","8.1666666666667,44.666666666667,6.5833333333333,45.666666666667",1,80.4.660.065
"Europa;Zuidwest Europa;Italië;Piemonte;Cuneo","(O 6 50 - O 8 15 /N 44 45 - N 44 05)","8.25,44.083333333333,6.8333333333333,44.75",0,80.4.660.070
"Europa;Zuidwest Europa;Italië;Piemonte;Asti","(O 7 50 - O 8 30 /N 45 10 - N 44 30)","8.5,44.5,7.8333333333333,45.166666666667",0,80.4.660.075
"Europa;Zuidwest Europa;Italië;Piemonte;Alessandria","(O 8 05 - O 9 15 /N 45 15 - N 44 25)","9.25,44.416666666667,8.0833333333333,45.25",0,80.4.660.080
"Europa;Zuidwest Europa;Italië;Liguria","(O 7 30 - O 10 10 /N 44 45 - N 43 45)","10.166666666667,43.75,7.5,44.75",5,80.4.660.100
"Europa;Zuidwest Europa;Italië;Liguria;Imperia","(O 7 30 - O 8 10 /N 44 10 - N 43 45)","8.1666666666667,43.75,7.5,44.166666666667",0,80.4.660.105
"Europa;Zuidwest Europa;Italië;Liguria;Savona","(O 7 55 - O 8 40 /N 44 35 - N 43 55)","8.6666666666667,43.916666666667,7.9166666666667,44.583333333333",2,80.4.660.110
"Europa;Zuidwest Europa;Italië;Liguria;Genova","(O 8 35 - O 9 35 /N 44 45 - N 44 10)","9.5833333333333,44.166666666667,8.5833333333333,44.75",2,80.4.660.115
"Europa;Zuidwest Europa;Italië;Liguria;La Spezia","(O 9 25 - O 10 10 /N 44 30 - N 44 00)","10.166666666667,44,9.4166666666667,44.5",0,80.4.660.120
"Europa;Zuidwest Europa;Italië;Lombardia","(O 8 30 - O 11 25 /N 46 40 - N 44 40)","11.416666666667,44.666666666667,8.5,46.666666666667",1,80.4.660.150
"Europa;Zuidwest Europa;Italië;Lombardia;Varese","(O 8 30 - O 9 05 /N 46 10 - N 45 35)","9.0833333333333,45.583333333333,8.5,46.166666666667",0,80.4.660.155
"Europa;Zuidwest Europa;Italië;Lombardia;Como","(O 8 30 - O 9 35 /N 46 15 - N 45 35)","9.5833333333333,45.583333333333,8.5,46.25",0,80.4.660.160
"Europa;Zuidwest Europa;Italië;Lombardia;Sondrio","(O 9 10 - O 10 40 /N 46 50 - N 46 00)","10.666666666667,46,9.1666666666667,46.833333333333",0,80.4.660.165
"Europa;Zuidwest Europa;Italië;Lombardia;Brescia","(O 9 40 - O 10 55 /N 46 25 - N 45 10)","10.916666666667,45.166666666667,9.6666666666667,46.416666666667",0,80.4.660.170
"Europa;Zuidwest Europa;Italië;Lombardia;Bergamo","(O 9 25 - O 10 15 /N 46 05 - N 45 25)","10.25,45.416666666667,9.4166666666667,46.083333333333",0,80.4.660.175
"Europa;Zuidwest Europa;Italië;Lombardia;Milaan","(O 8 40 - O 9 55 /N 45 45 - N 45 00)","9.9166666666667,45,8.6666666666667,45.75",2,80.4.660.180
"Europa;Zuidwest Europa;Italië;Lombardia;Pavia","(O 8 30 - O 9 35 /N 45 25 - N 44 40)","9.5833333333333,44.666666666667,8.5,45.416666666667",0,80.4.660.185
"Europa;Zuidwest Europa;Italië;Lombardia;Cremona","(O 9 25 - O 10 35 /N 45 30 - N 44 45)","10.583333333333,44.75,9.4166666666667,45.5",1,80.4.660.190
"Europa;Zuidwest Europa;Italië;Lombardia;Mantova","(O 10 20 - N 11 25 /N 45 30 - N 44 45)","11.416666666667,44.75,10.333333333333,45.5",0,80.4.660.195
"Europa;Zuidwest Europa;Italië;Trentino-Alto Adige","(O 10 20 - O 12 30 /N 47 05 - N 45 40)","12.5,45.666666666667,10.333333333333,47.083333333333",3,80.4.660.200
"Europa;Zuidwest Europa;Italië;Trentino-Alto Adige;Bolzano","(O 10 20 - O 12 30 /N 47 05 - N 46 10)","12.5,46.166666666667,10.333333333333,47.083333333333",0,80.4.660.205
"Europa;Zuidwest Europa;Italië;Trentino-Alto Adige;Trento","(O 10 25 - O 12 00 /N 46 35 - N 45 40)","12,45.666666666667,10.416666666667,46.583333333333",1,80.4.660.210
"Europa;Zuidwest Europa;Italië;Veneto","(O 10 35 - O 13 10 /N 46 40 - N 44 45)","13.166666666667,44.75,10.583333333333,46.666666666667",1,80.4.660.250
"Europa;Zuidwest Europa;Italië;Veneto;Belluno","(O 11 40 - O 12 45 /N 46 40 - N 45 50)","12.75,45.833333333333,11.666666666667,46.666666666667",0,80.4.660.255
"Europa;Zuidwest Europa;Italië;Veneto;Treviso","(O 11 40 - O 12 45 /N 46 05 - N 45 30)","12.75,45.5,11.666666666667,46.083333333333",0,80.4.660.260
"Europa;Zuidwest Europa;Italië;Veneto;Venezia","(O 11 55 - O 13 10 /N 45 55 - N 45 00)","13.166666666667,45,11.916666666667,45.916666666667",0,80.4.660.265
"Europa;Zuidwest Europa;Italië;Veneto;Padova","(O 11 20 - O 12 15 /N 45 45 - N 45 05)","12.25,45.083333333333,11.333333333333,45.75",1,80.4.660.270
"Europa;Zuidwest Europa;Italië;Veneto;Vicenza","(O 11 10 - O 12 15 /N 46 05 - N 45 15)","12.25,45.25,11.166666666667,46.083333333333",0,80.4.660.275
"Europa;Zuidwest Europa;Italië;Veneto;Verona","(O 10 35 - O 11 30 /N 45 50 - N 45 00)","11.5,45,10.583333333333,45.833333333333",0,80.4.660.280
"Europa;Zuidwest Europa;Italië;Veneto;Rovigo","(O 11 10 - O 12 35 /N 45 10 - N 44 45)","12.583333333333,44.75,11.166666666667,45.166666666667",0,80.4.660.285
"Europa;Zuidwest Europa;Italië;Friuli-Venezia Giulia","(O 12 15 - O 13 55 /N 46 40 - N 45 25)","13.916666666667,45.416666666667,12.25,46.666666666667",4,80.4.660.300
"Europa;Zuidwest Europa;Italië;Friuli-Venezia Giulia;Udine","(O 12 30 - O 13 45 /N 46 40 - N 45 35)","13.75,45.583333333333,12.5,46.666666666667",1,80.4.660.305
"Europa;Zuidwest Europa;Italië;Friuli-Venezia Giulia;Gorizia","(O 13 20 - O 13 45 /N 46 05 - N 45 35)","13.75,45.583333333333,13.333333333333,46.083333333333",0,80.4.660.310
"Europa;Zuidwest Europa;Italië;Friuli-Venezia Giulia;Pordenone","(O 12 15 - O 13 05 /N 46 25 - N 45 45)","13.083333333333,45.75,12.25,46.416666666667",0,80.4.660.315
"Europa;Zuidwest Europa;Italië;Friuli-Venezia Giulia;Trieste","(O 13 30 - O 13 55 /N 45 50 - N 45 25)","13.916666666667,45.416666666667,13.5,45.833333333333",0,80.4.660.320
"Europa;Zuidwest Europa;Italië;Emilia-Romagna","(O 9 10 - O 12 45 /N 45 10 - N 43 40)","12.75,43.666666666667,9.1666666666667,45.166666666667",2,80.4.660.350
"Europa;Zuidwest Europa;Italië;Emilia-Romagna;Piacenza","(O 9 10 - O 10 10 /N 45 10 - N 44 30)","10.166666666667,44.5,9.1666666666667,45.166666666667",1,80.4.660.355
"Europa;Zuidwest Europa;Italië;Emilia-Romagna;Parma","(O 9 25 - O 10 30 /N 45 05 - N 44 20)","10.5,44.333333333333,9.4166666666667,45.083333333333",0,80.4.660.360
"Europa;Zuidwest Europa;Italië;Emilia-Romagna;Reggio nell'Emilia","(O 10 05 - O 10 55 /N 45 00 - N 44 10)","10.916666666667,44.166666666667,10.083333333333,45",0,80.4.660.365
"Europa;Zuidwest Europa;Italië;Emilia-Romagna;Modena","(O 10 25 - O 11 25 /N 45 00 - N 44 05)","11.416666666667,44.083333333333,10.416666666667,45",1,80.4.660.370
"Europa;Zuidwest Europa;Italië;Emilia-Romagna;Bologna","(O 10 45 - O 11 55 /N 44 50 - N 44 00)","11.916666666667,44,10.75,44.833333333333",0,80.4.660.375
"Europa;Zuidwest Europa;Italië;Emilia-Romagna;Ferrara","(O 11 15 - O 12 25 /N 45 00 - N 44 30)","12.416666666667,44.5,11.25,45",1,80.4.660.380
"Europa;Zuidwest Europa;Italië;Emilia-Romagna;Ravenna","(O 11 30 - O 12 25 /N 44 40 - N 44 05)","12.416666666667,44.083333333333,11.5,44.666666666667",0,80.4.660.385
"Europa;Zuidwest Europa;Italië;Emilia-Romagna;Forli","(O 11 35 - O 12 45 /N 44 20 - N 43 40)","12.75,43.666666666667,11.583333333333,44.333333333333",0,80.4.660.390
"Europa;Zuidwest Europa;Italië;Toscane","(O 9 40 - O 12 25 /N 44 30 - N 42 20)","12.416666666667,42.333333333333,9.6666666666667,44.5",2,80.4.660.400
"Europa;Zuidwest Europa;Italië;Toscane;Massa-Carrara","(O 9 40 - O 10 15 /N 44 30 - N 43 55)","10.25,43.916666666667,9.6666666666667,44.5",0,80.4.660.405
"Europa;Zuidwest Europa;Italië;Toscane;Lucca","(O 10 05 - O 10 45 /N 44 20 - N 43 45)","10.75,43.75,10.083333333333,44.333333333333",0,80.4.660.410
"Europa;Zuidwest Europa;Italië;Toscane;Pistoia","(O 10 35 - O 11 05 /N 44 10 - N 43 45)","11.083333333333,43.75,10.583333333333,44.166666666667",0,80.4.660.415
"Europa;Zuidwest Europa;Italië;Toscane;Firenze","(O 10 40 - O 11 50 /N 44 15 - N 43 25)","11.833333333333,43.416666666667,10.666666666667,44.25",0,80.4.660.420
"Europa;Zuidwest Europa;Italië;Toscane;Arezzo","(O 11 25 - O 12 25 /N 43 55 - N 43 10)","12.416666666667,43.166666666667,11.416666666667,43.916666666667",0,80.4.660.425
"Europa;Zuidwest Europa;Italië;Toscane;Siena","(O 10 50 - O 12 00 /N 43 35 - N 42 45)","12,42.75,10.833333333333,43.583333333333",0,80.4.660.430
"Europa;Zuidwest Europa;Italië;Toscane;Pisa","(O 10 15 - O 11 05 /N 43 50 - N 43 05)","11.083333333333,43.083333333333,10.25,43.833333333333",0,80.4.660.435
"Europa;Zuidwest Europa;Italië;Toscane;Livorno","(O 10 00 - O 10 50 /N 43 40 - N 42 40)","10.833333333333,42.666666666667,10,43.666666666667",0,80.4.660.440
"Europa;Zuidwest Europa;Italië;Toscane;Grosseto","(O 10 40 - O 11 50 /N 43 15 - N 42 20)","11.833333333333,42.333333333333,10.666666666667,43.25",0,80.4.660.445
"Europa;Zuidwest Europa;Italië;Marche","(O 12 05 - O 14 00 /N 44 00 - N 42 40)","14,42.666666666667,12.083333333333,44",0,80.4.660.450
"Europa;Zuidwest Europa;Italië;Marche;Pesaro e Urbino","(O 12 05 - O 13 10 /N 44 00 - N 43 25)","13.166666666667,43.416666666667,12.083333333333,44",0,80.4.660.455
"Europa;Zuidwest Europa;Italië;Marche;Ancona","(O 12 45 - O 13 40 /N 43 45 - N 43 10)","13.666666666667,43.166666666667,12.75,43.75",1,80.4.660.460
"Europa;Zuidwest Europa;Italië;Marche;Macerata","(O 12 45 - O 14 00 /N 43 30 - N 42 30)","14,42.5,12.75,43.5",0,80.4.660.465
"Europa;Zuidwest Europa;Italië;Marche;Ascoli Piceno","(O 13 00 - O 14 00 /N 43 30 - N 42 40)","14,42.666666666667,13,43.5",0,80.4.660.470
"Europa;Zuidwest Europa;Italië;Umbria","(O 11 50 - O 13 30 /N 43 40 - N 42 20)","13.5,42.333333333333,11.833333333333,43.666666666667",1,80.4.660.500
"Europa;Zuidwest Europa;Italië;Umbria;Perugia","(O 11 50 - O 13 30 /N 43 40 - N 42 30)","13.5,42.5,11.833333333333,43.666666666667",0,80.4.660.505
"Europa;Zuidwest Europa;Italië;Umbria;Terni","(O 11 50 - O 13 00 /N 43 00 - N 42 20)","13,42.333333333333,11.833333333333,43",0,80.4.660.510
"Europa;Zuidwest Europa;Italië;Lázio","(O 11 25 - O 14 00 /N 42 50 - N 41 10)","14,41.166666666667,11.416666666667,42.833333333333",1,80.4.660.550
"Europa;Zuidwest Europa;Italië;Lázio;Viterbo","(O 11 25 - O 12 45 /N 42 50 - N 42 00)","12.75,42,11.416666666667,42.833333333333",0,80.4.660.555
"Europa;Zuidwest Europa;Italië;Lázio;Rieti","(O 12 15 - O 13 30 /N 42 50 - N 42 00)","13.5,42,12.25,42.833333333333",0,80.4.660.560
"Europa;Zuidwest Europa;Italië;Lázio;Roma","(O 11 30 - O 12 45 /N 42 30 - N 41 30)","12.75,41.5,11.5,42.5",0,80.4.660.565
"Europa;Zuidwest Europa;Italië;Lázio;Frosinone","(O 12 55 - O 14 00 /N 42 00 - N 41 15)","14,41.25,12.916666666667,42",0,80.4.660.570
"Europa;Zuidwest Europa;Italië;Lázio;Latina","(O 12 25 - O 14 00 /N 41 50 - N 41 10)","14,41.166666666667,12.416666666667,41.833333333333",0,80.4.660.575
"Europa;Zuidwest Europa;Italië;Abruzzi","(O 13 00 - O 14 30 /N 42 55 - N 41 40)","14.5,41.666666666667,13,42.916666666667",0,80.4.660.600
"Europa;Zuidwest Europa;Italië;Abruzzi;Teramo","(O 13 10 - O 14 10 /N 42 55 - N 42 25)","14.166666666667,42.416666666667,13.166666666667,42.916666666667",0,80.4.660.605
"Europa;Zuidwest Europa;Italië;Abruzzi;Pescara","(O 13 30 - O 14 30 /N 42 45 - N 42 00)","14.5,42,13.5,42.75",0,80.4.660.610
"Europa;Zuidwest Europa;Italië;Abruzzi;L'Aquila","(O 13 00 - O 14 30 /N 42 45 - N 41 40)","14.5,41.666666666667,13,42.75",0,80.4.660.615
"Europa;Zuidwest Europa;Italië;Abruzzi;Chieti","(O 14 00 - O 14 50 /N 42 40 - N 41 45)","14.833333333333,41.75,14,42.666666666667",0,80.4.660.620
"Europa;Zuidwest Europa;Italië;Molise","(O 13 55 - O 15 15 /N 42 10 - N 41 20)","15.25,41.333333333333,13.916666666667,42.166666666667",0,80.4.660.650
"Europa;Zuidwest Europa;Italië;Molise;Campobasso","(O 14 10 - O 15 15 /N 42 10 - N 41 20)","15.25,41.333333333333,14.166666666667,42.166666666667",0,80.4.660.655
"Europa;Zuidwest Europa;Italië;Molise;Isernia","(O 13 55 - O 14 30 /N 41 55 - N 41 20)","14.5,41.333333333333,13.916666666667,41.916666666667",0,80.4.660.660
"Europa;Zuidwest Europa;Italië;Campania","(O 13 45 - O 15 50 /N 41 30 - N 40 00)","15.833333333333,40,13.75,41.5",2,80.4.660.700
"Europa;Zuidwest Europa;Italië;Campania;Caseta","(O 13 45 - O 14 40 /N 41 30 - N 40 50)","14.666666666667,40.833333333333,13.75,41.5",0,80.4.660.705
"Europa;Zuidwest Europa;Italië;Campania;Benevento","(O 14 20 - O 15 15 /N 41 30 - N 41 00)","15.25,41,14.333333333333,41.5",0,80.4.660.710
"Europa;Zuidwest Europa;Italië;Campania;Avellino","(O 14 30 - O 15 30 /N 41 30 - N 40 40)","15.5,40.666666666667,14.5,41.5",0,80.4.660.715
"Europa;Zuidwest Europa;Italië;Campania;Napoli","(O 14 00 - O 14 45 /N 41 10 - N 40 30)","14.75,40.5,14,41.166666666667",1,80.4.660.720
